PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 900 901 902 903 904 905 906 907 930 931 932 940 941 942 
1.77715E+00 1.08228E-01 2.49722E-02 1.77714E+00 1.08227E-01 1.50015E+00 8.51294E-02 2.17862E+02 2.05659E+00 1.14182E-01 5.22451E+01 6.33373E+00 3.57704E-01 8.36432E+04 6.33279E+00 3.57622E-01 -8.30212E+04 
1.80275E+00 1.22823E-01 3.12276E-02 1.80274E+00 1.22822E-01 1.53002E+00 1.02115E-01 2.35978E+02 2.10020E+00 1.39310E-01 5.89624E+01 6.45986E+00 4.30553E-01 4.19952E+04 6.45889E+00 4.30470E-01 -4.13122E+04 
1.86423E+00 1.51394E-01 3.94234E-02 1.86421E+00 1.51393E-01 1.58861E+00 1.29003E-01 2.55013E+02 2.18242E+00 1.77221E-01 6.60117E+01 6.70639E+00 5.44593E-01 7.85635E+03 6.70538E+00 5.44509E-01 -7.10920E+03 
1.97842E+00 1.95916E-01 5.03263E-02 1.97840E+00 1.95914E-01 1.68665E+00 1.67041E-01 2.75117E+02 2.31650E+00 2.29426E-01 7.34551E+01 7.11743E+00 7.04884E-01 8.03945E+03 7.11638E+00 7.04800E-01 -7.22464E+03 
2.13485E+00 2.50738E-01 6.50119E-02 2.13483E+00 2.50736E-01 1.82089E+00 2.13909E-01 2.96220E+02 2.50014E+00 2.93721E-01 8.12638E+01 7.68051E+00 9.02258E-01 8.22733E+03 7.67942E+00 9.02173E-01 -7.34154E+03 
2.34087E+00 3.17409E-01 8.50944E-02 2.34084E+00 3.17405E-01 1.99769E+00 2.70947E-01 3.18359E+02 2.74200E+00 3.71928E-01 8.94545E+01 8.42213E+00 1.14228E+00 8.41992E+03 8.42099E+00 1.14220E+00 -7.45972E+03 
2.60477E+00 3.97549E-01 1.13010E-01 2.60473E+00 3.97542E-01 2.22421E+00 3.39563E-01 3.41574E+02 3.05184E+00 4.65956E-01 9.80460E+01 9.37208E+00 1.43079E+00 8.61719E+03 9.37091E+00 1.43071E+00 -7.57901E+03 
2.85454E+00 4.69846E-01 1.42291E-01 2.85449E+00 4.69837E-01 2.43869E+00 4.01515E-01 3.60303E+02 3.34513E+00 5.50803E-01 1.04982E+02 1.02712E+01 1.69106E+00 8.77302E+03 1.02700E+01 1.69098E+00 -7.67195E+03 
2.93585E+00 4.92806E-01 1.52498E-01 2.93579E+00 4.92796E-01 2.50853E+00 4.21199E-01 3.65909E+02 3.44061E+00 5.77753E-01 1.07058E+02 1.05639E+01 1.77372E+00 8.81911E+03 1.05626E+01 1.77363E+00 -7.69922E+03 
3.38019E+00 6.14348E-01 2.14851E-01 3.38010E+00 6.14332E-01 2.89040E+00 5.25476E-01 3.93454E+02 3.96250E+00 7.20445E-01 1.17273E+02 1.21633E+01 2.21127E+00 9.04200E+03 1.21620E+01 2.21118E+00 -7.82967E+03 
3.92974E+00 7.57384E-01 3.09562E-01 3.92960E+00 7.57357E-01 3.36316E+00 6.48353E-01 4.22413E+02 4.60817E+00 8.88436E-01 1.28033E+02 1.41415E+01 2.72617E+00 9.27024E+03 1.41401E+01 2.72609E+00 -7.96074E+03 
